Work Order Operation Nr,Work Order ID,Work Order id (auto),Status,Operation id,Operation key,Operation Description,Duration,Duration unit,Predescesor Operation key,Required Skill,Required skill description,Order basic start date,Order basic end date,Operation scheduled start,Operation scheduled end,Confirmed work,Confirmed work unit,Asset Work center,Assigned technician(s),Technician First Name (from Assigned technician(s))
708,84,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
709,84,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
710,84,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
711,84,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
712,84,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
713,84,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
714,84,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
715,85,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
716,85,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
717,85,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
718,85,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
719,85,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
720,85,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
721,85,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
722,86,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
723,86,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
724,86,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
725,86,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
726,86,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
727,86,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
728,86,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
729,87,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
730,87,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
731,87,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
732,87,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
733,87,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
734,87,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
735,87,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
736,88,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
737,88,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
738,88,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
739,88,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
740,88,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
741,88,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
742,88,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
743,89,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
744,89,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
745,89,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
746,89,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
747,89,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
748,89,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
749,89,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
750,90,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
751,90,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
752,90,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
753,90,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
754,90,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
755,90,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
756,90,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
757,91,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
758,91,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
759,91,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
760,91,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
761,91,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
762,91,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
763,91,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
771,92,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
772,92,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
773,92,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
774,92,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
775,92,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
776,92,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
777,92,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
778,92,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
779,92,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
780,92,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
788,93,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
789,93,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
790,93,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
791,93,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
792,93,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
793,93,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
794,93,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
795,93,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
796,93,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
797,93,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
798,94,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
799,94,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
800,94,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
801,94,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
802,94,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
803,94,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
804,94,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
805,94,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
806,94,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
807,94,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
808,95,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
809,95,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
810,95,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
811,95,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
812,95,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
813,95,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
814,95,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
815,95,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
816,95,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
817,95,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
818,96,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
819,96,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
820,96,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
821,96,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
822,96,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
823,96,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
824,96,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
825,96,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
826,96,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
827,96,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
828,97,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
829,97,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
830,97,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
831,97,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
832,97,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
833,97,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
834,97,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
835,97,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
836,97,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
837,97,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
858,98,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
859,98,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
860,98,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
861,98,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
862,98,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
863,98,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
864,98,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
865,98,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
866,98,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
867,98,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
848,99,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
849,99,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
850,99,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
851,99,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
852,99,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
853,99,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
854,99,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
855,99,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
856,99,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
857,99,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
868,100,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
869,100,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
870,100,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
871,100,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
872,100,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
873,100,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
874,100,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
875,100,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
